@HEAD;file_name;type;looped;slot;volume;frequency;vol_variation;freq_variation;non_blocking;min_dist;max_dist;audible_dist,
greendragon_stop;greendragon_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_descent;greendragon_descent.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_flight;greendragon_flight.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_divert;greendragon_divert.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_turn;greendragon_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_waft;greendragon_waft.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_takeoff;greendragon_takeoff.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_happy;greendragon_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_mana;greendragon_mana.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_power;greendragon_power.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_special;greendragon_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_attack;kingthorn_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_cast;kingthorn_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_clock2;kingthorn_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_clock;kingthorn_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_contra2;kingthorn_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_contra;kingthorn_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_damage;kingthorn_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_death;kingthorn_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_happy;kingthorn_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_move;kingthorn_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_rare;kingthorn_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_slew;kingthorn_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_start;kingthorn_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_stop;kingthorn_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
kingthorn_turn;kingthorn_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_rarelist;werewolf_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_attack;werewolf_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_move;werewolf_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_clock;werewolf_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_contra;werewolf_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_clock2;werewolf_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_contra2;werewolf_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_damage;werewolf_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_death;werewolf_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_lturn;werewolf_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_rturn;werewolf_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_rush;werewolf_rush.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_slew;werewolf_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_start;werewolf_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_stop;werewolf_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_transform;werewolf_transform.wav;SOUND;0;npc;1;;;;;20;1000;50,
werewolf_victorymain;werewolf_victorymain.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_rarelist;bonedragon_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_attack;bonedragon_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_move;bonedragon_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_clocon;bonedragon_clocon.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_clocon2;bonedragon_clocon2.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_turn;bonedragon_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_damage;bonedragon_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_death;bonedragon_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_descent;bonedragon_descent.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_flight;bonedragon_flight.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_happy;bonedragon_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_ldivert;bonedragon_ldivert.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_slew;bonedragon_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_start;bonedragon_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_stop;bonedragon_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_takeoff;bonedragon_takeoff.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_waft;bonedragon_waft.wav;SOUND;0;npc;1;;;;;20;1000;50,
bonedragon_special;bonedragon_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_attack;necromant_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_move;necromant_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_start;necromant_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_stop;necromant_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_clock;necromant_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_contra;necromant_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_clock2;necromant_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_contra2;necromant_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_turn;necromant_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_slew;necromant_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_damage;necromant_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_death;necromant_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_cast;necromant_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_happy;necromant_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
necromant_throw_attack;necromant_throw_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
hll_cloudblack_default;hll_cloudblack_default.wav;SOUND;0;npc;1;;;;;20;1000;50,
therock_appear;therock_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_attack1;therock_attack1.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_attack2;therock_attack2.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_attack3;therock_attack3.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_attack4;therock_attack4.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_extra;therock_extra.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_rare;therock_rare.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_spare;therock_spare.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_2attack1;therock_2attack1.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_2attack2;therock_2attack2.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_2attack3;therock_2attack3.wav;SOUND;0;spells;1;;;;;20;1000;50,
therock_2attack4;therock_2attack4.wav;SOUND;0;spells;1;;;;;20;1000;50,
turtle_boss_attack;turtle_boss_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_cast;turtle_boss_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_damage;turtle_boss_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_death;turtle_boss_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_idle;turtle_boss_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_magic;turtle_boss_magic.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_pushL;turtle_boss_pushL.wav;SOUND;0;npc;1;;;;;20;1000;50,
turtle_boss_pushR;turtle_boss_pushR.wav;SOUND;0;npc;1;;;;;20;1000;50,
raven_extra;raven_extra.wav;SOUND;0;npc;1;;;;;5;150;20,
raven_rarelist;raven_rarelist.wav;SOUND;0;npc;1;;;;;5;150;20,
slimefish_attack;slimefish_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
slimefish_2appeara;slimefish_2appeara.wav;SOUND;0;npc;1;;;;;20;1000;50,
slimefish_2hide;slimefish_2hide.wav;SOUND;0;npc;1;;;;;20;1000;50,
slimefish_2hidea;slimefish_2hidea.wav;SOUND;0;npc;1;;;;;20;1000;50,
slimefish_2move;slimefish_2move.wav;SOUND;0;npc;1;;;;;20;1000;50,
slimefish_appearamain;slimefish_appearamain.wav;SOUND;0;npc;1;;;;;20;1000;50,
slimefish_appearmain;slimefish_appearmain.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_appear;slime_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_attack1;slime_attack1.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_attack2;slime_attack2.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_attack3;slime_attack3.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_attack4;slime_attack4.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_extra;slime_extra.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_rare;slime_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_spare;slime_spare.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_spittle_poison_default;slime_spittle_poison_default.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_2attack1;slime_2attack1.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_2attack2;slime_2attack2.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_2attack3;slime_2attack3.wav;SOUND;0;npc;1;;;;;20;1000;50,
slime_2attack4;slime_2attack4.wav;SOUND;0;npc;1;;;;;20;1000;50,
glotblob_damage_idle;glotblob_damage_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
glotblob_death_idle;glotblob_death_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_rarelist;blackknight_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_attack;blackknight_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_move;blackknight_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_start;blackknight_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_stop;blackknight_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_clock;blackknight_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_contra;blackknight_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_clock2;blackknight_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_contra2;blackknight_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_damage;blackknight_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_death;blackknight_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_happy;blackknight_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_slew;blackknight_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_turn;blackknight_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackknight_rush;blackknight_rush.wav;SOUND;0;npc;1;;;;;20;1000;50,
TelepOut;36 TelepOut.wav;SOUND;0;spells;1;;;;1;20;1000;50,
TelepIn;35 TelepIn.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magicaxe;34 magicaxe.wav;SOUND;0;spells;1;;;;1;20;1000;50,
oldaxe;33 oldaxe.wav;SOUND;0;spells;1;;;;1;20;1000;50,
shield;32 shield.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_skull;31 magic_skull.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_fireball;30 magic_fireball.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_firerain;29 magic_firerain.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_warcry;28 magic_warcry.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_haste;27 magic_haste.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_target;26 magic_target.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_sword;25 magic_sword.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_slow;24 magic_slow.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_shield;23 magic_shield.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_scare;22 magic_scare.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_reaction;21 magic_reaction.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_pygmy;20 magic_pygmy.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_oilfog;19 magic_oilfog.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_mirror;18 magic_mirror.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_mana_shield;17 magic_mana_shield.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_lioncup;16 magic_lioncup.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_last_hero;15 magic_last_hero.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_icedragon;14 magic_icedragon.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_hypnosis;13 magic_hypnosis.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_horn;12 magic_horn.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_greenfly;11 magic_greenfly.wav;SOUND;0;spells;0,2;;;;1;20;1000;50
magic_firearrow;10 magic_firearrow.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_dove;09 magic_dove.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_dispel;08 magic_dispel.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_dagger;07 magic_dagger.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_cornucopia;06 magic_cornucopia.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_bondage;05 magic_bondage.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_blind;04 magic_blind.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_bless;03 magic_bless.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_armor;02 magic_armor.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_accuracy;01 magic_accuracy.wav;SOUND;0;spells;1;;;;1;20;1000;50,
snake_green_attack;snake_green_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_cast;snake_green_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_clock;snake_green_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_contra;snake_green_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_damage;snake_green_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_death;snake_green_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_idle;snake_green_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_lturn;snake_green_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_move;snake_green_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_rare;snake_green_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_rturn;snake_green_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_slew;snake_green_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_start;snake_green_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_green_stop;snake_green_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_attack;dragonfly_red_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_cast;dragonfly_red_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_clock2;dragonfly_red_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_clock;dragonfly_red_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_contra2;dragonfly_red_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_contra;dragonfly_red_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_damage;dragonfly_red_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_death;dragonfly_red_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_idle;dragonfly_red_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_move;dragonfly_red_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_slew;dragonfly_red_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_spare;dragonfly_red_spare.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_start;dragonfly_red_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_stop;dragonfly_red_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_turn;dragonfly_red_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_red_speed;dragonfly_red_speed.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_idle;dragonfly_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_move;dragonfly_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_attack;dragonfly_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_cast;dragonfly_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_clock;dragonfly_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_contra2;dragonfly_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_contra;dragonfly_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_clock2;dragonfly_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_damage;dragonfly_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_death;dragonfly_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_slew;dragonfly_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_spare;dragonfly_spare.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_start;dragonfly_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_stop;dragonfly_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
dragonfly_turn;dragonfly_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_move;snake_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_attack;snake_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_cast;snake_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_clock;snake_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_contra;snake_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_damage;snake_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_death;snake_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_idle;snake_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_lturn;snake_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
 snake_stop; snake_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_rare;snake_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_rturn;snake_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_start;snake_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_slew;snake_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
snake_longattack;snake_longattack.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_rare;thorn_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_attack;thorn_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_move;thorn_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_start;thorn_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_stop;thorn_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_clock;thorn_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_contra;thorn_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_clock2;thorn_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_contra2;thorn_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_turn;thorn_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_damage;thorn_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_death;thorn_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_happy;thorn_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_cast;thorn_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_slew;thorn_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_grow;thorn_grow.wav;SOUND;0;npc;1;;;;;20;1000;50,
thorn_special;thorn_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_rare;graywolf_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_attack;graywolf_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_move;graywolf_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_start;graywolf_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_stop;graywolf_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_clock;graywolf_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_contra;graywolf_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_clock2;graywolf_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_contra2;graywolf_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_turn;graywolf_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_rush;graywolf_rush.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_slew;graywolf_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_damage;graywolf_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_death;graywolf_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
graywolf_spare;graywolf_spare.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_move;cyclop_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_attack;cyclop_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_cast;cyclop_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_clock2;cyclop_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_clock;cyclop_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_contra2;cyclop_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_contra;cyclop_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_damage;cyclop_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_death;cyclop_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_happy;cyclop_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_rare;cyclop_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_rush;cyclop_rush.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_slew;cyclop_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_stop;cyclop_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_start;cyclop_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_turn;cyclop_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_clap;cyclop_clap.wav;SOUND;0;npc;1;;;;;20;1000;50,
cyclop_push;cyclop_push.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_rare;pirat_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_attack;pirat_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_move;pirat_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_start;pirat_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_stop;pirat_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_turn;pirat_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_rush;pirat_rush.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_damage;pirat_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_death;pirat_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_victory;pirat_victory.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_clock;pirat_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_contra;pirat_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_clock2;pirat_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_contra2;pirat_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat_slew;pirat_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
pirat2_power;pirat2_power.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_rare;bear_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_attack;bear_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_move;bear_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_clock2;bear_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_clock;bear_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_contra2;bear_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_contra;bear_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_damage;bear_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_death;bear_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_happy;bear_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_slew;bear_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_start;bear_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_stop;bear_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_turn;bear_turn.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_castbear;bear_castbear.wav;SOUND;0;npc;1;;;;;20;1000;50,
bear_victory;bear_victory.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_rare;barbarian_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_attack;barbarian_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_move;barbarian_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_clock;barbarian_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_clock2;barbarian_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_contra;barbarian_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_contra2;barbarian_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_start;barbarian_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
barbarian_stop;barbarian_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
